Eyes,Gaze,Head,HeadTilt,Smile,Speech,UpperBody,SmileControl,EkmanExpression,ExperiencedEmotion1,ExperiencedEmotion2,InternalEmotion,ShameAwarenessSituation,ShameAwarenessInterview,DisplayRule,RelationshipIntention,MindednessMean,Gender,Situation
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,JOY,REST,REST,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,DISPLAY_RULE,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S1
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,JOY,REST,REST,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,DISPLAY_RULE,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S1
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,JOY,REST,REST,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,DISPLAY_RULE,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S1
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,JOY,REST,REST,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,DISPLAY_RULE,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S1
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,JOY,REST,REST,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,DISPLAY_RULE,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S1
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,JOY,REST,REST,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,DISPLAY_RULE,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S1
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,DUCHENNE,REST,STRAIGHT,REST,JOY,REST,REST,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,DISPLAY_RULE,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S1
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,DUCHENNE,REST,STRAIGHT,REST,JOY,REST,REST,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,DISPLAY_RULE,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S1
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,DUCHENNE,REST,STRAIGHT,REST,JOY,REST,REST,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,DISPLAY_RULE,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S1
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,DUCHENNE,REST,STRAIGHT,REST,JOY,REST,REST,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,DISPLAY_RULE,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S1
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,DUCHENNE,REST,STRAIGHT,REST,JOY,REST,REST,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,DISPLAY_RULE,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S1
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,DUCHENNE,REST,STRAIGHT,REST,JOY,REST,REST,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,DISPLAY_RULE,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S1
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,DUCHENNE,REST,STRAIGHT,REST,JOY,REST,REST,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,DISPLAY_RULE,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S1
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,DUCHENNE,REST,STRAIGHT,REST,JOY,REST,REST,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,DISPLAY_RULE,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S1
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,DUCHENNE,REST,STRAIGHT,REST,JOY,REST,REST,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,DISPLAY_RULE,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S1
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,DUCHENNE,REST,STRAIGHT,REST,JOY,REST,REST,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,DISPLAY_RULE,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S1
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,DUCHENNE,REST,STRAIGHT,REST,JOY,REST,REST,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,DISPLAY_RULE,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S1
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,DUCHENNE,REST,STRAIGHT,REST,JOY,REST,REST,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S1
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,STRAIGHT,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,REST,STRAIGHT,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
CLOSE,REST,STRAIGHT,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
CLOSE,REST,REST,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
CLOSE,REST,NOD,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
CLOSE,REST,NOD,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
CLOSE,REST,NOD,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
CLOSE,REST,NOD,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
CLOSE,REST,NOD,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
CLOSE,REST,NOD,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
CLOSE,REST,NOD,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,REST,NOD,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,REST,NOD,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,REST,NOD,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,REST,NOD,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,REST,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,DUCHENNE,REST,STRAIGHT,SMILE_CONTROL,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,DUCHENNE,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,DUCHENNE,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,DUCHENNE,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,DUCHENNE,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,DUCHENNE,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,DUCHENNE,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,DUCHENNE,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,DUCHENNE,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,DUCHENNE,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,DUCHENNE,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,NOD,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
REST,STRAIGHT_AT_INTERVIEWER,REST,REST,REST,REST,STRAIGHT,REST,REST,CONTEMPT,ANGER,SHAME_SHYNESS,NOT_AWARE_OF_SHAME,NOT_AWARE_OF_SHAME,REST,MAINTAIN_RELATIONSHIP,"5,24",FEMALE,S2
